country_iso3,country_name,year,EMRI_Score,Market_Readiness_Tier,Layers_Passed,Layer1_Pass,Layer2_Pass,Layer3_Pass
FCS,Fragile and conflict affected situations,2022,34.96241393674442,Tier_4_Low,0,False,False,False
FIN,Finland,2018,79.1355080301532,Tier_2_Good,2,True,True,False
FIN,Finland,2019,79.41661036865796,Tier_2_Good,2,True,True,False
FIN,Finland,2020,80.12593755069047,Tier_2_Good,2,True,True,False
FIN,Finland,2021,80.98722752478244,Tier_2_Good,2,True,True,False
FIN,Finland,2022,81.15432135051753,Tier_2_Good,2,True,True,False
FJI,Fiji,2018,50.25929335580147,,1,False,True,False
FJI,Fiji,2019,51.41966430766054,,1,False,True,False
FJI,Fiji,2020,50.99966201379838,Tier_4_Low,0,False,False,False
FJI,Fiji,2021,51.42642271370813,Tier_4_Low,0,False,False,False
FJI,Fiji,2022,53.57932060638389,,1,False,True,False
FRA,France,2018,76.59204722558691,Tier_2_Good,2,True,True,False
FRA,France,2019,76.96559351893515,Tier_2_Good,2,True,True,False
FRA,France,2020,76.871457093561,Tier_2_Good,2,True,True,False
FRA,France,2021,78.25798693123964,Tier_2_Good,2,True,True,False
FRA,France,2022,77.98174778399822,Tier_2_Good,2,True,True,False
FRO,Faroe Islands,2018,59.93993885679737,,1,False,True,False
FRO,Faroe Islands,2019,56.673556876115285,,1,False,True,False
FRO,Faroe Islands,2020,61.34470277417849,,1,False,True,False
FRO,Faroe Islands,2021,74.73103612705523,,1,False,True,False
FRO,Faroe Islands,2022,74.940855911841,,1,False,True,False
FSM,Micronesia,2018,35.25998602513828,Tier_4_Low,0,False,False,False
FSM,Micronesia,2019,36.70687343253391,Tier_4_Low,0,False,False,False
FSM,Micronesia,2020,37.16902739927753,Tier_4_Low,0,False,False,False
FSM,Micronesia,2021,38.10447821749261,Tier_4_Low,0,False,False,False
FSM,Micronesia,2022,37.93101819507487,Tier_4_Low,0,False,False,False
GAB,Gabon,2018,57.29363459636228,,1,False,True,False
GAB,Gabon,2019,58.54230927103409,,1,False,True,False
GAB,Gabon,2020,58.91520633387066,,1,False,True,False
GAB,Gabon,2021,60.487705748153516,,1,False,True,False
GAB,Gabon,2022,61.6589654551418,,1,False,True,False
GBR,United Kingdom,2018,80.73928871498529,Tier_2_Good,2,True,True,False
GBR,United Kingdom,2019,81.36656082967598,Tier_2_Good,2,True,True,False
GBR,United Kingdom,2020,81.45386902527501,Tier_2_Good,2,True,True,False
GBR,United Kingdom,2021,82.95062887403617,Tier_2_Good,2,True,True,False
GBR,United Kingdom,2022,82.97167073044584,Tier_2_Good,2,True,True,False
GEO,Georgia,2018,52.320072975871106,Tier_4_Low,0,False,False,False
GEO,Georgia,2019,53.95690648880224,Tier_3_Moderate,1,True,False,False
GEO,Georgia,2020,54.32080250769158,Tier_3_Moderate,1,True,False,False
GEO,Georgia,2021,56.13320429372007,Tier_2_Good,2,True,True,False
GEO,Georgia,2022,58.90060041465421,Tier_2_Good,2,True,True,False
GHA,Ghana,2018,41.4465412002679,Tier_4_Low,0,False,False,False
GHA,Ghana,2019,36.03684186949452,Tier_4_Low,0,False,False,False
GHA,Ghana,2020,46.60424572813942,Tier_4_Low,0,False,False,False
GHA,Ghana,2021,48.63748324625262,Tier_3_Moderate,1,True,False,False
GHA,Ghana,2022,48.7069784454724,Tier_3_Moderate,1,True,False,False
GIB,Gibraltar,2018,85.53261767697512,Tier_2_Good,2,True,True,False
GIB,Gibraltar,2019,88.00180564955859,Tier_2_Good,2,True,True,False
GIB,Gibraltar,2020,87.29121497143146,Tier_2_Good,2,True,True,False
GIB,Gibraltar,2021,87.30068551322636,Tier_2_Good,2,True,True,False
GIB,Gibraltar,2022,90.28437731544675,Tier_2_Good,2,True,True,False
GIN,Guinea,2018,23.681054980493,Tier_4_Low,0,False,False,False
GIN,Guinea,2019,24.93022509235981,Tier_4_Low,0,False,False,False
GIN,Guinea,2020,25.829107843810508,Tier_4_Low,0,False,False,False
GIN,Guinea,2021,27.503503080774955,Tier_4_Low,0,False,False,False
GIN,Guinea,2022,29.327355735611828,Tier_4_Low,0,False,False,False
GMB,Gambia,2018,28.10223417403533,Tier_4_Low,0,False,False,False
GMB,Gambia,2019,29.401916177795233,Tier_4_Low,0,False,False,False
GMB,Gambia,2020,30.66670136377445,Tier_4_Low,0,False,False,False
GMB,Gambia,2021,32.77781628778322,Tier_4_Low,0,False,False,False
GMB,Gambia,2022,35.18692717689686,Tier_4_Low,0,False,False,False
GNB,Guinea-Bissau,2018,24.044045929258296,Tier_4_Low,0,False,False,False
GNB,Guinea-Bissau,2019,25.122236836279544,Tier_4_Low,0,False,False,False
GNB,Guinea-Bissau,2020,26.16224861027696,Tier_4_Low,0,False,False,False
GNB,Guinea-Bissau,2021,27.75385485507762,Tier_4_Low,0,False,False,False
GNB,Guinea-Bissau,2022,29.17449042654711,Tier_4_Low,0,False,False,False
GNQ,Equatorial Guinea,2018,48.064361172298646,,1,False,True,False
GNQ,Equatorial Guinea,2019,52.39924240330209,,1,False,True,False
GNQ,Equatorial Guinea,2020,52.61521153657031,,1,False,True,False
GNQ,Equatorial Guinea,2021,54.480522676743426,,1,False,True,False
GNQ,Equatorial Guinea,2022,56.30085663150944,,1,False,True,False
GRC,Greece,2018,67.37974461225467,,1,False,True,False
GRC,Greece,2019,68.34632634969623,,1,False,True,False
GRC,Greece,2020,68.27582097147936,,1,False,True,False
GRC,Greece,2021,69.44855502514062,,1,False,True,False
GRC,Greece,2022,71.17065004070267,,1,False,True,False
GRD,Grenada,2018,52.46047865826731,,1,False,True,False
GRD,Grenada,2019,53.955102501570636,,1,False,True,False
GRD,Grenada,2020,49.228806744650015,,1,False,True,False
GRD,Grenada,2021,49.829089462171424,,1,False,True,False
GRD,Grenada,2022,49.608011152377294,,1,False,True,False
GRL,Greenland,2018,83.4040270821557,Tier_2_Good,2,True,True,False
GRL,Greenland,2019,84.43176475464318,Tier_2_Good,2,True,True,False
GRL,Greenland,2020,85.05294953115316,Tier_2_Good,2,True,True,False
GRL,Greenland,2021,84.96299396788496,Tier_2_Good,2,True,True,False
GRL,Greenland,2022,85.02246691061384,Tier_2_Good,2,True,True,False
GTM,Guatemala,2018,43.10733061654503,Tier_4_Low,0,False,False,False
GTM,Guatemala,2019,44.08170697776238,Tier_4_Low,0,False,False,False
GTM,Guatemala,2020,44.97955157932961,Tier_4_Low,0,False,False,False
GTM,Guatemala,2021,47.15611510711157,Tier_4_Low,0,False,False,False
GTM,Guatemala,2022,48.534921803581554,,1,False,True,False
GUM,Guam,2018,81.15672398333356,Tier_2_Good,2,True,True,False
GUM,Guam,2019,81.16870489798978,Tier_2_Good,2,True,True,False
GUM,Guam,2020,80.85577826995271,Tier_2_Good,2,True,True,False
GUM,Guam,2021,81.06758185485495,Tier_2_Good,2,True,True,False
GUM,Guam,2022,82.5166879797216,Tier_2_Good,2,True,True,False
GUY,Guyana,2018,43.3399916967817,,1,False,True,False
GUY,Guyana,2019,45.11094407124637,,1,False,True,False
GUY,Guyana,2020,48.050642134466884,,1,False,True,False
GUY,Guyana,2021,51.711508406015646,,1,False,True,False
GUY,Guyana,2022,56.67232462134743,,1,False,True,False
HKG,"Hong Kong SAR, China",2018,84.47723725132789,Tier_2_Good,2,True,True,False
HKG,"Hong Kong SAR, China",2019,84.787443580412,Tier_2_Good,2,True,True,False
HKG,"Hong Kong SAR, China",2020,84.53919877003102,Tier_2_Good,2,True,True,False
HKG,"Hong Kong SAR, China",2021,85.41661704037607,Tier_2_Good,2,True,True,False
HKG,"Hong Kong SAR, China",2022,85.8609760530597,Tier_2_Good,2,True,True,False
HND,Honduras,2018,39.08179025012456,Tier_4_Low,0,False,False,False
HND,Honduras,2019,39.48160100367261,Tier_4_Low,0,False,False,False
HND,Honduras,2020,40.775925672666894,Tier_4_Low,0,False,False,False
HND,Honduras,2021,43.91269673442598,Tier_4_Low,0,False,False,False
HND,Honduras,2022,45.44435973382332,Tier_4_Low,0,False,False,False
HPC,Heavily indebted poor countries (HIPC),2018,28.273372184029043,Tier_4_Low,0,False,False,False
HPC,Heavily indebted poor countries (HIPC),2019,30.404728835901857,Tier_4_Low,0,False,False,False
HPC,Heavily indebted poor countries (HIPC),2020,28.941573392372135,Tier_4_Low,0,False,False,False
HPC,Heavily indebted poor countries (HIPC),2021,29.948090858189975,Tier_4_Low,0,False,False,False
HPC,Heavily indebted poor countries (HIPC),2022,33.39740365614693,Tier_4_Low,0,False,False,False
HRV,Croatia,2018,62.53612005438838,,1,False,True,False
HRV,Croatia,2019,63.82858822114348,,1,False,True,False
HRV,Croatia,2020,63.27979593088847,,1,False,True,False
HRV,Croatia,2021,65.48749063023025,,1,False,True,False
HRV,Croatia,2022,66.40954304269822,,1,False,True,False
HTI,Haiti,2018,35.28821292882459,Tier_4_Low,0,False,False,False
HTI,Haiti,2019,35.79916405371372,Tier_4_Low,0,False,False,False
HTI,Haiti,2020,36.42311997536284,Tier_4_Low,0,False,False,False
HTI,Haiti,2021,39.328026618777294,Tier_4_Low,0,False,False,False
HTI,Haiti,2022,40.53905708183198,Tier_4_Low,0,False,False,False
HUN,Hungary,2018,66.55502025093249,Tier_2_Good,2,True,True,False
HUN,Hungary,2019,68.12113236539048,Tier_2_Good,2,True,True,False
HUN,Hungary,2020,68.98997611933162,Tier_2_Good,2,True,True,False
HUN,Hungary,2021,71.04106822528573,Tier_2_Good,2,True,True,False
HUN,Hungary,2022,71.36599901805435,Tier_2_Good,2,True,True,False
IBT,IDA & IBRD total,2018,45.226840047926935,,1,False,True,False
IBT,IDA & IBRD total,2019,46.82636443183218,,1,False,True,False
IBT,IDA & IBRD total,2020,48.310369719120075,Tier_4_Low,0,False,False,False
IBT,IDA & IBRD total,2021,50.57860376740737,,1,False,True,False
IBT,IDA & IBRD total,2022,52.09902902145958,,1,False,True,False
IDB,IDA blend,2018,32.15413644299024,Tier_4_Low,0,False,False,False
IDB,IDA blend,2019,33.88523100727631,Tier_4_Low,0,False,False,False
IDB,IDA blend,2020,33.97792295582851,Tier_4_Low,0,False,False,False
IDB,IDA blend,2021,35.766931630056284,Tier_4_Low,0,False,False,False
IDB,IDA blend,2022,37.32674660161341,Tier_4_Low,0,False,False,False
IDN,Indonesia,2018,43.92519149837928,Tier_4_Low,0,False,False,False
IDN,Indonesia,2019,46.617302758221456,Tier_4_Low,0,False,False,False
IDN,Indonesia,2020,47.80066337521819,Tier_4_Low,0,False,False,False
IDN,Indonesia,2021,50.62253829556142,Tier_4_Low,0,False,False,False
IDN,Indonesia,2022,52.648596071989914,Tier_4_Low,0,False,False,False
IDX,IDA only,2018,25.82400620925755,Tier_4_Low,0,False,False,False
IDX,IDA only,2019,26.612619171277377,Tier_4_Low,0,False,False,False
IDX,IDA only,2020,27.349340286603418,Tier_4_Low,0,False,False,False
IDX,IDA only,2021,28.51056148277112,Tier_4_Low,0,False,False,False
IDX,IDA only,2022,29.659888720041774,Tier_4_Low,0,False,False,False
IMN,Isle of Man,2018,77.40130613240954,Tier_2_Good,2,True,True,False
IMN,Isle of Man,2019,72.74661152890094,,1,False,True,False
IMN,Isle of Man,2020,76.10375538531603,Tier_2_Good,2,True,True,False
IMN,Isle of Man,2021,81.1826405505325,Tier_2_Good,2,True,True,False
IMN,Isle of Man,2022,81.12985226057458,Tier_2_Good,2,True,True,False
IND,India,2018,26.480442152615485,Tier_4_Low,0,False,False,False
IND,India,2019,29.33118044375642,Tier_4_Low,0,False,False,False
IND,India,2020,32.38764790503484,Tier_4_Low,0,False,False,False
IND,India,2021,35.295990473056385,Tier_4_Low,0,False,False,False
IND,India,2022,37.8291569335979,Tier_4_Low,0,False,False,False
IRL,Ireland,2018,79.65077717511527,Tier_2_Good,2,True,True,False
IRL,Ireland,2019,79.95785471759508,Tier_2_Good,2,True,True,False
IRL,Ireland,2020,81.4825748559676,Tier_2_Good,2,True,True,False
IRL,Ireland,2021,83.47558860651372,Tier_2_Good,2,True,True,False
IRL,Ireland,2022,84.21993131557181,Tier_2_Good,2,True,True,False
IRN,"Iran, Islamic Republic of",2018,52.900731474382866,Tier_4_Low,0,False,False,False
IRN,"Iran, Islamic Republic of",2019,52.31874122138839,Tier_4_Low,0,False,False,False
IRN,"Iran, Islamic Republic of",2020,51.3522726706519,Tier_4_Low,0,False,False,False
IRN,"Iran, Islamic Republic of",2021,53.651470694537906,Tier_4_Low,0,False,False,False
IRN,"Iran, Islamic Republic of",2022,54.912562257159394,Tier_4_Low,0,False,False,False
IRQ,Iraq,2018,41.99154539773952,,1,False,True,False
IRQ,Iraq,2019,45.23742745319583,,1,False,True,False
IRQ,Iraq,2020,45.9652206757807,Tier_4_Low,0,False,False,False
IRQ,Iraq,2021,49.43472288366544,Tier_4_Low,0,False,False,False
IRQ,Iraq,2022,54.73346058236266,,1,False,True,False
ISL,Iceland,2018,90.78534076146455,Tier_2_Good,2,True,True,False
ISL,Iceland,2019,90.71161579306126,Tier_2_Good,2,True,True,False
ISL,Iceland,2020,89.4544485121719,Tier_2_Good,2,True,True,False
ISL,Iceland,2021,90.16795886582965,Tier_2_Good,2,True,True,False
ISL,Iceland,2022,90.4476368756152,Tier_2_Good,2,True,True,False
ISR,Israel,2018,80.8327135187276,Tier_2_Good,2,True,True,False
ISR,Israel,2019,81.95045562125009,Tier_2_Good,2,True,True,False
ISR,Israel,2020,82.61761099202721,Tier_2_Good,2,True,True,False
ISR,Israel,2021,83.79392631834133,Tier_2_Good,2,True,True,False
ISR,Israel,2022,84.96269483742307,Tier_2_Good,2,True,True,False
ITA,Italy,2018,70.33373251722671,,1,False,True,False
ITA,Italy,2019,68.61330781681171,,1,False,True,False
ITA,Italy,2020,68.66625733872647,,1,False,True,False
ITA,Italy,2021,70.82145729889871,,1,False,True,False
ITA,Italy,2022,73.66685437031046,,1,False,True,False
JAM,Jamaica,2018,55.29996742952511,Tier_2_Good,2,True,True,False
JAM,Jamaica,2019,56.48901360662525,Tier_2_Good,2,True,True,False
JAM,Jamaica,2020,56.866273755433646,Tier_2_Good,2,True,True,False
JAM,Jamaica,2021,59.06013640165746,Tier_2_Good,2,True,True,False
JAM,Jamaica,2022,61.38144933164657,Tier_2_Good,2,True,True,False
JOR,Jordan,2018,52.648255058297416,Tier_4_Low,0,False,False,False
JOR,Jordan,2019,53.97171246911636,Tier_4_Low,0,False,False,False
JOR,Jordan,2020,56.132484028381434,Tier_4_Low,0,False,False,False
JOR,Jordan,2021,58.342852816138524,Tier_4_Low,0,False,False,False
JOR,Jordan,2022,59.820131529661154,Tier_4_Low,0,False,False,False
JPN,Japan,2018,80.79181030057597,Tier_2_Good,2,True,True,False
JPN,Japan,2019,82.04052969516015,Tier_2_Good,2,True,True,False
JPN,Japan,2020,81.24743456886674,Tier_2_Good,2,True,True,False
JPN,Japan,2021,79.63858627708807,Tier_2_Good,2,True,True,False
JPN,Japan,2022,79.55742608395322,Tier_2_Good,2,True,True,False
KAZ,Kazakhstan,2018,62.2388911188697,Tier_2_Good,2,True,True,False
KAZ,Kazakhstan,2019,63.456961877842275,Tier_2_Good,2,True,True,False
KAZ,Kazakhstan,2020,64.21314946652075,Tier_2_Good,2,True,True,False
KAZ,Kazakhstan,2021,66.32831728139845,Tier_2_Good,2,True,True,False
KAZ,Kazakhstan,2022,67.66363789822267,Tier_2_Good,2,True,True,False
KEN,Kenya,2018,30.220239256531382,Tier_4_Low,0,False,False,False
KEN,Kenya,2019,31.201934684554775,Tier_4_Low,0,False,False,False
KEN,Kenya,2020,31.652135788109415,Tier_4_Low,0,False,False,False
KEN,Kenya,2021,32.86545229314711,Tier_4_Low,0,False,False,False
KEN,Kenya,2022,33.81102007108516,Tier_4_Low,0,False,False,False
KGZ,Kyrgyzstan,2018,36.747336209905825,Tier_4_Low,0,False,False,False
KGZ,Kyrgyzstan,2019,37.59306118540804,Tier_4_Low,0,False,False,False
KGZ,Kyrgyzstan,2020,38.983293147610304,Tier_4_Low,0,False,False,False
KGZ,Kyrgyzstan,2021,40.86262973759684,Tier_4_Low,0,False,False,False
KGZ,Kyrgyzstan,2022,44.5367550385218,Tier_4_Low,0,False,False,False
KHM,Cambodia,2018,45.475598181759906,Tier_4_Low,0,False,False,False
KHM,Cambodia,2019,43.217655713543415,Tier_4_Low,0,False,False,False
KHM,Cambodia,2020,43.95935197303663,Tier_4_Low,0,False,False,False
KHM,Cambodia,2021,45.00283718847855,Tier_4_Low,0,False,False,False
KHM,Cambodia,2022,47.24903663485135,Tier_4_Low,0,False,False,False
KIR,Kiribati,2018,38.3549647446624,Tier_4_Low,0,False,False,False
KIR,Kiribati,2019,39.81841353247155,Tier_4_Low,0,False,False,False
KIR,Kiribati,2020,42.26044269266984,Tier_4_Low,0,False,False,False
KIR,Kiribati,2021,48.51234634718148,Tier_4_Low,0,False,False,False
KIR,Kiribati,2022,54.31045818708065,Tier_3_Moderate,1,True,False,False
KNA,Saint Kitts and Nevis,2018,60.00620880981039,,1,False,True,False
KNA,Saint Kitts and Nevis,2019,60.6722176757119,,1,False,True,False
KNA,Saint Kitts and Nevis,2020,56.489216421276964,,1,False,True,False
KNA,Saint Kitts and Nevis,2021,59.476686680540865,,1,False,True,False
KNA,Saint Kitts and Nevis,2022,61.04621996002105,,1,False,True,False
KOR,"Korea, Republic of",2018,79.8377968131584,Tier_2_Good,2,True,True,False
KOR,"Korea, Republic of",2019,79.87556070823548,Tier_2_Good,2,True,True,False
KOR,"Korea, Republic of",2020,79.76405925281608,Tier_2_Good,2,True,True,False
KOR,"Korea, Republic of",2021,80.76994275656108,Tier_2_Good,2,True,True,False
KOR,"Korea, Republic of",2022,80.66096004057935,Tier_2_Good,2,True,True,False
KWT,Kuwait,2018,83.0367292638842,Tier_2_Good,2,True,True,False
KWT,Kuwait,2019,83.2936984006947,Tier_2_Good,2,True,True,False
KWT,Kuwait,2020,81.67836209572548,,1,False,True,False
KWT,Kuwait,2021,83.40549651041472,,1,False,True,False
KWT,Kuwait,2022,84.61032211003555,Tier_2_Good,2,True,True,False
LAC,Latin America & Caribbean (excluding high income),2018,59.9359735579582,,1,False,True,False
LAC,Latin America & Caribbean (excluding high income),2019,61.38376413128838,,1,False,True,False
LAC,Latin America & Caribbean (excluding high income),2020,61.13296842608295,Tier_2_Good,2,True,True,False
LAC,Latin America & Caribbean (excluding high income),2021,62.79351392565036,Tier_2_Good,2,True,True,False
LAC,Latin America & Caribbean (excluding high income),2022,64.05807722424811,Tier_2_Good,2,True,True,False
LAO,Laos,2018,36.72531029492733,Tier_4_Low,0,False,False,False
LAO,Laos,2019,39.96096424091276,Tier_4_Low,0,False,False,False
LAO,Laos,2020,41.906184332751586,Tier_4_Low,0,False,False,False
LAO,Laos,2021,44.299212033182656,Tier_4_Low,0,False,False,False
LAO,Laos,2022,44.11864365264938,Tier_4_Low,0,False,False,False
LBN,Lebanon,2018,63.960354650982,,1,False,True,False
LBN,Lebanon,2019,64.11400826660307,,1,False,True,False
LBN,Lebanon,2020,60.96322733282723,,1,False,True,False
LBN,Lebanon,2021,58.641561779124636,Tier_4_Low,0,False,False,False
LBN,Lebanon,2022,57.265866016320246,Tier_4_Low,0,False,False,False
LBR,Liberia,2018,26.77051845914923,Tier_4_Low,0,False,False,False
LBR,Liberia,2019,27.247548554791717,Tier_4_Low,0,False,False,False
LBR,Liberia,2020,27.61172396573173,Tier_4_Low,0,False,False,False
LBR,Liberia,2021,29.32338003418527,Tier_4_Low,0,False,False,False
LBR,Liberia,2022,31.18785788257633,Tier_4_Low,0,False,False,False
LBY,Libya,2018,57.26598144213006,,1,False,True,False
LBY,Libya,2019,62.77068448334043,,1,False,True,False
LBY,Libya,2020,60.2886231286707,,1,False,True,False
LBY,Libya,2021,59.96583504172853,Tier_4_Low,0,False,False,False
LBY,Libya,2022,61.323497219973696,,1,False,True,False
LCA,Saint Lucia,2018,52.903732984543524,,1,False,True,False
LCA,Saint Lucia,2019,53.51268275372464,,1,False,True,False
LCA,Saint Lucia,2020,49.88720358528783,,1,False,True,False
LCA,Saint Lucia,2021,53.21432388731767,,1,False,True,False
LCA,Saint Lucia,2022,56.32186021062912,,1,False,True,False
LCN,Latin America & Caribbean,2018,60.43443690344607,,1,False,True,False
LCN,Latin America & Caribbean,2019,61.589989098812175,,1,False,True,False
LCN,Latin America & Caribbean,2020,61.51493993476125,,1,False,True,False
LCN,Latin America & Caribbean,2021,63.170892064251554,Tier_2_Good,2,True,True,False
LCN,Latin America & Caribbean,2022,64.40645632993878,Tier_2_Good,2,True,True,False
LIE,Liechtenstein,2018,58.712290596148875,,1,False,True,False
LIE,Liechtenstein,2019,76.31613073151817,,1,False,True,False
LIE,Liechtenstein,2020,77.01764337721309,,1,False,True,False
LIE,Liechtenstein,2021,78.40152098872169,,1,False,True,False
LIE,Liechtenstein,2022,78.83179486940561,,1,False,True,False
LKA,Sri Lanka,2018,32.84827437374964,Tier_4_Low,0,False,False,False
LKA,Sri Lanka,2019,33.60405101430791,Tier_4_Low,0,False,False,False
LKA,Sri Lanka,2020,33.890647128982096,Tier_4_Low,0,False,False,False
LKA,Sri Lanka,2021,36.31031169155666,Tier_4_Low,0,False,False,False
LKA,Sri Lanka,2022,36.326163438089054,Tier_4_Low,0,False,False,False
LMY,Low & middle income,2018,44.2077244581047,Tier_4_Low,0,False,False,False
LMY,Low & middle income,2019,45.68895324085778,Tier_4_Low,0,False,False,False
LMY,Low & middle income,2020,47.329227632849545,Tier_4_Low,0,False,False,False
LMY,Low & middle income,2021,49.794997874773266,,1,False,True,False
LMY,Low & middle income,2022,51.433311917792025,,1,False,True,False
LSO,Lesotho,2018,32.054538370787846,Tier_4_Low,0,False,False,False
LSO,Lesotho,2019,32.26490809501516,Tier_4_Low,0,False,False,False
LSO,Lesotho,2020,31.76350084396326,Tier_4_Low,0,False,False,False
LSO,Lesotho,2021,32.92028559904842,Tier_4_Low,0,False,False,False
LSO,Lesotho,2022,34.016024379241884,Tier_4_Low,0,False,False,False
LTU,Lithuania,2018,68.64022196345941,Tier_2_Good,2,True,True,False
LTU,Lithuania,2019,69.63354307242341,Tier_2_Good,2,True,True,False
LTU,Lithuania,2020,70.33821673034758,Tier_2_Good,2,True,True,False
LTU,Lithuania,2021,72.47961741136199,Tier_2_Good,2,True,True,False
LTU,Lithuania,2022,73.2498004657208,Tier_2_Good,2,True,True,False
LUX,Luxembourg,2018,89.9672425964374,Tier_2_Good,2,True,True,False
LUX,Luxembourg,2019,89.9256738873143,Tier_2_Good,2,True,True,False
LUX,Luxembourg,2020,90.68831622908414,Tier_2_Good,2,True,True,False
LUX,Luxembourg,2021,91.8464409746364,Tier_2_Good,2,True,True,False
LUX,Luxembourg,2022,91.32938933003587,Tier_2_Good,2,True,True,False
LVA,Latvia,2018,68.94560956499076,Tier_2_Good,2,True,True,False
LVA,Latvia,2019,69.83130186463026,Tier_2_Good,2,True,True,False
LVA,Latvia,2020,70.74336071635119,Tier_2_Good,2,True,True,False
LVA,Latvia,2021,72.07328769041172,Tier_2_Good,2,True,True,False
LVA,Latvia,2022,72.42219499102481,Tier_2_Good,2,True,True,False
MAC,"Macao SAR, China",2018,87.47343782674751,Tier_2_Good,2,True,True,False
MAC,"Macao SAR, China",2019,88.00115811586781,Tier_2_Good,2,True,True,False
MAC,"Macao SAR, China",2020,83.28913979483234,Tier_2_Good,2,True,True,False
MAC,"Macao SAR, China",2021,84.55634905924082,Tier_2_Good,2,True,True,False
MAC,"Macao SAR, China",2022,83.46627657068343,Tier_2_Good,2,True,True,False
MAF,St. Martin (French part),2018,85.53261767697512,Tier_2_Good,2,True,True,False
MAF,St. Martin (French part),2019,75.26850875328728,Tier_2_Good,2,True,True,False
MAF,St. Martin (French part),2020,87.29121497143146,Tier_2_Good,2,True,True,False
MAF,St. Martin (French part),2021,77.20547818463427,,1,False,True,False
MAF,St. Martin (French part),2022,90.28437731544675,Tier_2_Good,2,True,True,False
MAR,Morocco,2018,46.85604877959056,Tier_4_Low,0,False,False,False
MAR,Morocco,2019,52.082155299290676,Tier_4_Low,0,False,False,False
MAR,Morocco,2020,51.42074185565349,Tier_4_Low,0,False,False,False
MAR,Morocco,2021,53.46673524278235,Tier_4_Low,0,False,False,False
MAR,Morocco,2022,53.54801090035894,Tier_4_Low,0,False,False,False
MCO,Monaco,2018,88.96502048535221,Tier_2_Good,2,True,True,False
MCO,Monaco,2019,93.96007841848771,Tier_2_Good,2,True,True,False
MCO,Monaco,2020,93.38069263528304,Tier_2_Good,2,True,True,False
MCO,Monaco,2021,94.31595072337939,Tier_2_Good,2,True,True,False
MCO,Monaco,2022,94.33961366657948,Tier_2_Good,2,True,True,False
MDA,Moldova,2018,51.850252261846705,Tier_4_Low,0,False,False,False
MDA,Moldova,2019,53.157627762895146,Tier_4_Low,0,False,False,False
MDA,Moldova,2020,53.30305231503771,Tier_4_Low,0,False,False,False
MDA,Moldova,2021,55.32946799026615,,1,False,True,False
MDA,Moldova,2022,56.05683068816909,,1,False,True,False
MDG,Madagascar,2018,19.48094823738037,Tier_4_Low,0,False,False,False
MDG,Madagascar,2019,20.112452281598177,Tier_4_Low,0,False,False,False
MDG,Madagascar,2020,19.828720059199092,Tier_4_Low,0,False,False,False
MDG,Madagascar,2021,21.03878488589515,Tier_4_Low,0,False,False,False
MDG,Madagascar,2022,22.56229883631502,Tier_4_Low,0,False,False,False
MDV,Maldives,2018,55.389936816806106,,1,False,True,False
MDV,Maldives,2019,57.49549137880946,,1,False,True,False
MDV,Maldives,2020,54.22552589120236,,1,False,True,False
MDV,Maldives,2021,57.39647965039116,,1,False,True,False
MDV,Maldives,2022,59.25240769303362,,1,False,True,False
MEA,"Middle East, North Africa, Afghanistan & Pakistan",2018,42.796820138808826,,1,False,True,False
MEA,"Middle East, North Africa, Afghanistan & Pakistan",2019,43.783397856995016,,1,False,True,False
MEA,"Middle East, North Africa, Afghanistan & Pakistan",2020,44.115493415740204,Tier_4_Low,0,False,False,False
MEA,"Middle East, North Africa, Afghanistan & Pakistan",2021,46.02092243751782,,1,False,True,False
MEA,"Middle East, North Africa, Afghanistan & Pakistan",2022,47.8846390696917,,1,False,True,False
MEX,Mexico,2018,58.292609687797395,,1,False,True,False
MEX,Mexico,2019,62.155024250957254,,1,False,True,False
MEX,Mexico,2020,61.23015827825158,,1,False,True,False
MEX,Mexico,2021,63.69407547126383,,1,False,True,False
MEX,Mexico,2022,65.39224558712462,,1,False,True,False
MHL,Marshall Islands,2018,49.42310742984451,Tier_4_Low,0,False,False,False
MHL,Marshall Islands,2019,51.90413947739551,,1,False,True,False
MHL,Marshall Islands,2020,52.57377942410293,,1,False,True,False
MHL,Marshall Islands,2021,56.71468419916801,,1,False,True,False
MHL,Marshall Islands,2022,57.4958896351689,,1,False,True,False
MIC,Middle income,2018,45.64972423520942,,1,False,True,False
MIC,Middle income,2019,46.273941245745455,,1,False,True,False
MIC,Middle income,2020,48.04114082137543,,1,False,True,False
MIC,Middle income,2021,51.080107487278354,,1,False,True,False
MIC,Middle income,2022,52.47586186685796,,1,False,True,False
MKD,North Macedonia,2018,57.40584429073365,,1,False,True,False
MKD,North Macedonia,2019,58.5523460610759,,1,False,True,False
MKD,North Macedonia,2020,58.451085787725845,,1,False,True,False
MKD,North Macedonia,2021,59.38305069397936,,1,False,True,False
MKD,North Macedonia,2022,60.36073925560136,,1,False,True,False
MLI,Mali,2018,24.187033975619592,Tier_4_Low,0,False,False,False
MLI,Mali,2019,24.97007240070123,Tier_4_Low,0,False,False,False
MLI,Mali,2020,25.63735999338071,Tier_4_Low,0,False,False,False
MLI,Mali,2021,27.73300970362651,Tier_4_Low,0,False,False,False
MLI,Mali,2022,28.140168807327466,Tier_4_Low,0,False,False,False
MLT,Malta,2018,76.97388463551415,Tier_2_Good,2,True,True,False
